filename,source_type,source_info,version,python_tag,abi_tag,platform_tag,url,install_command,commit,release_tag,size,scraped_at
vllm-0.8.1-cp38-abi3-manylinux1_x86_64.whl,release_version,0.8.1,0.8.1,cp38,abi3,manylinux1_x86_64,https://wheels.vllm.ai/0.8.1/vllm-0.8.1-cp38-abi3-manylinux1_x86_64.whl,uv pip install -U vllm==0.8.1 --extra-index-url https://wheels.vllm.ai/0.8.1 --torch-backend auto,,,,2026-01-10T06:06:11.141555
vllm-0.8.0-cp38-abi3-manylinux1_x86_64.whl,release_version,0.8.0,0.8.0,cp38,abi3,manylinux1_x86_64,https://wheels.vllm.ai/0.8.0/vllm-0.8.0-cp38-abi3-manylinux1_x86_64.whl,uv pip install -U vllm==0.8.0 --extra-index-url https://wheels.vllm.ai/0.8.0 --torch-backend auto,,,,2026-01-10T06:06:11.141555
vllm-0.7.3-cp38-abi3-manylinux1_x86_64.whl,release_version,0.7.3,0.7.3,cp38,abi3,manylinux1_x86_64,https://wheels.vllm.ai/0.7.3/vllm-0.7.3-cp38-abi3-manylinux1_x86_64.whl,uv pip install -U vllm==0.7.3 --extra-index-url https://wheels.vllm.ai/0.7.3 --torch-backend auto,,,,2026-01-10T06:06:11.141555
vllm-0.7.2-cp38-abi3-manylinux1_x86_64.whl,release_version,0.7.2,0.7.2,cp38,abi3,manylinux1_x86_64,https://wheels.vllm.ai/0.7.2/vllm-0.7.2-cp38-abi3-manylinux1_x86_64.whl,uv pip install -U vllm==0.7.2 --extra-index-url https://wheels.vllm.ai/0.7.2 --torch-backend auto,,,,2026-01-10T06:06:11.141555
vllm-0.7.1-cp38-abi3-manylinux1_x86_64.whl,release_version,0.7.1,0.7.1,cp38,abi3,manylinux1_x86_64,https://wheels.vllm.ai/0.7.1/vllm-0.7.1-cp38-abi3-manylinux1_x86_64.whl,uv pip install -U vllm==0.7.1 --extra-index-url https://wheels.vllm.ai/0.7.1 --torch-backend auto,,,,2026-01-10T06:06:11.141555
vllm-0.7.0-cp38-abi3-manylinux1_x86_64.whl,release_version,0.7.0,0.7.0,cp38,abi3,manylinux1_x86_64,https://wheels.vllm.ai/0.7.0/vllm-0.7.0-cp38-abi3-manylinux1_x86_64.whl,uv pip install -U vllm==0.7.0 --extra-index-url https://wheels.vllm.ai/0.7.0 --torch-backend auto,,,,2026-01-10T06:06:11.141555
vllm-0.6.6.post1-cp38-abi3-manylinux1_x86_64.whl,release_version,0.6.6.post1,0.6.6.post1,cp38,abi3,manylinux1_x86_64,https://wheels.vllm.ai/0.6.6.post1/vllm-0.6.6.post1-cp38-abi3-manylinux1_x86_64.whl,uv pip install -U vllm==0.6.6.post1 --extra-index-url https://wheels.vllm.ai/0.6.6.post1 --torch-backend auto,,,,2026-01-10T06:06:11.141555
vllm-0.6.6-cp38-abi3-manylinux1_x86_64.whl,release_version,0.6.6,0.6.6,cp38,abi3,manylinux1_x86_64,https://wheels.vllm.ai/0.6.6/vllm-0.6.6-cp38-abi3-manylinux1_x86_64.whl,uv pip install -U vllm==0.6.6 --extra-index-url https://wheels.vllm.ai/0.6.6 --torch-backend auto,,,,2026-01-10T06:06:11.141555
vllm-0.6.5-cp38-abi3-manylinux1_x86_64.whl,release_version,0.6.5,0.6.5,cp38,abi3,manylinux1_x86_64,https://wheels.vllm.ai/0.6.5/vllm-0.6.5-cp38-abi3-manylinux1_x86_64.whl,uv pip install -U vllm==0.6.5 --extra-index-url https://wheels.vllm.ai/0.6.5 --torch-backend auto,,,,2026-01-10T06:06:11.141555
vllm-0.6.4.post1-cp38-abi3-manylinux1_x86_64.whl,release_version,0.6.4.post1,0.6.4.post1,cp38,abi3,manylinux1_x86_64,https://wheels.vllm.ai/0.6.4.post1/vllm-0.6.4.post1-cp38-abi3-manylinux1_x86_64.whl,uv pip install -U vllm==0.6.4.post1 --extra-index-url https://wheels.vllm.ai/0.6.4.post1 --torch-backend auto,,,,2026-01-10T06:06:11.141555
vllm-0.6.4-cp38-abi3-manylinux1_x86_64.whl,release_version,0.6.4,0.6.4,cp38,abi3,manylinux1_x86_64,https://wheels.vllm.ai/0.6.4/vllm-0.6.4-cp38-abi3-manylinux1_x86_64.whl,uv pip install -U vllm==0.6.4 --extra-index-url https://wheels.vllm.ai/0.6.4 --torch-backend auto,,,,2026-01-10T06:06:11.141555
